match_id,B365H,B365D,B365A,odds_p_home,odds_p_draw
3879541,1.5,4.0,7.5,0.6349,0.2381
3879540,2.8,3.25,2.6,0.3403,0.2932
3879539,6.5,4.0,1.55,0.1467,0.2383
3879538,1.75,3.75,4.75,0.5449,0.2543
3879537,3.3,3.3,2.25,0.2885,0.2885
3878609,4.5,3.5,1.83,0.2108,0.271
3878604,1.91,3.6,4.0,0.498,0.2642
3878603,2.25,3.3,3.3,0.4231,0.2885
3878602,1.73,3.75,5.0,0.5533,0.2553
3878601,1.83,3.6,4.5,0.5222,0.2654
3878600,2.2,3.3,3.4,0.4322,0.2881
3878599,2.2,3.3,3.4,0.4322,0.2881
3878598,1.53,4.0,7.0,0.6246,0.2389
3878597,5.0,3.6,1.75,0.1906,0.2648
3878596,3.2,3.3,2.3,0.2975,0.2885
3878595,1.62,3.75,6.0,0.5875,0.2538
3878594,1.4,4.5,9.0,0.6818,0.2121
3878593,9.5,4.75,1.36,0.1001,0.2003
3878592,1.67,3.75,5.5,0.5718,0.2546
3878558,1.44,4.5,7.5,0.6614,0.2116
3878557,2.15,3.3,3.6,0.4447,0.2897
3878556,2.5,3.2,3.0,0.3825,0.2988
3878555,2.6,3.2,2.8,0.3648,0.2964
3878554,2.0,3.5,3.8,0.4767,0.2724
3878553,3.4,3.3,2.2,0.2797,0.2881
3878552,4.5,3.5,1.85,0.2119,0.2725
3878551,1.5,4.2,7.0,0.6364,0.2273
3878550,2.25,3.3,3.3,0.4231,0.2885
3878549,2.15,3.25,3.6,0.4427,0.2929
3878548,1.29,5.5,11.0,0.7397,0.1735
3878547,3.5,3.25,2.2,0.2726,0.2936
3878546,4.33,3.75,1.8,0.2193,0.2532
3878545,1.8,3.5,4.75,0.5282,0.2716
3878544,2.2,3.4,3.3,0.4322,0.2797
3878543,1.45,4.33,7.5,0.6544,0.2191
3878542,2.15,3.4,3.5,0.4451,0.2815
3878541,5.5,3.75,1.67,0.1736,0.2546
3878540,1.5,4.2,7.0,0.6364,0.2273
